CustomerID,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,BikeBuyerText
13466,0,M,1,0,1,2,25898,0,49.69,NO
24453,1,S,1,2,0,0,112674,1,55.24,YES
26304,1,M,1,3,0,0,112667,1,51.6,YES
23609,0,S,1,2,0,1,60682,0,50.94,NO
22030,1,M,1,0,0,2,135853,1,52.81,YES
28529,1,S,0,3,0,0,86742,0,51.9,NO
11928,1,M,0,0,0,0,108046,0,50.92,NO
24505,0,M,1,0,1,2,107855,1,52.63,YES
27582,1,S,0,1,0,0,29997,0,45.8,NO
11126,0,M,1,0,1,2,56810,1,61.82,YES
21867,0,M,1,2,1,2,54995,1,49.37,YES
11719,0,M,1,1,2,2,58932,1,55.96,YES
15234,1,S,0,1,0,0,54207,0,48.7,NO
17078,1,S,0,0,0,0,26040,0,49,NO
28029,0,M,1,1,1,2,82560,1,52.12,YES
17519,1,M,0,1,0,0,62055,0,48.55,NO
28991,0,S,1,3,1,1,82207,1,53.04,YES
27641,1,S,1,3,0,0,76623,1,53.69,YES
28030,0,S,1,2,1,1,61280,1,49.81,YES
14744,0,M,1,2,1,2,112063,1,55.69,YES
27225,0,M,1,2,1,2,81140,1,58.32,YES
24208,1,S,0,1,0,0,27915,0,46.53,NO
16891,1,M,1,0,0,2,57624,1,49.01,YES
15301,1,S,1,1,0,0,129582,0,53.93,NO
12310,1,S,1,2,0,0,54595,0,47.47,NO
27560,1,M,1,2,2,2,58849,1,48.43,YES
15367,1,S,0,1,0,0,59108,0,48.96,NO
29407,1,M,0,1,0,0,26356,0,44.33,NO
18881,1,M,1,1,2,2,34603,1,49.51,YES
23411,0,S,0,2,0,0,82702,1,54.06,YES
24685,0,M,1,2,0,2,110258,1,60.16,YES
28506,1,S,1,2,0,0,103796,1,53.99,YES
12362,0,S,1,1,0,1,87805,0,53.78,NO
22273,1,S,1,2,0,0,136689,1,52.22,YES
16226,1,M,1,0,2,2,26147,0,44.72,NO
24490,0,M,0,1,0,0,61725,0,49.02,NO
20619,0,S,1,1,0,0,137157,0,55.16,NO
11898,1,M,1,0,1,1,127832,1,51.77,YES
24521,1,S,0,0,0,0,58637,0,51.85,NO
28765,1,M,1,1,0,0,108417,0,51.02,NO
22277,1,S,0,2,0,0,59373,0,52.1,NO
23159,0,M,1,2,0,0,130211,1,51.76,YES
23615,1,M,1,0,1,2,111672,1,55.84,YES
24377,0,S,0,2,0,0,108099,1,53.09,YES
27692,0,M,1,3,0,2,137543,1,52.3,YES
15778,0,S,1,1,0,0,58997,1,57.79,YES
23024,1,M,1,1,1,2,55087,1,51.99,YES
25000,1,S,0,3,0,0,85130,1,51.48,YES
28658,1,S,0,0,0,0,32155,1,50.72,YES
19661,0,S,0,1,0,0,83189,1,50.09,YES
19693,1,M,1,2,0,2,108075,0,51.19,NO
18892,0,S,0,1,0,0,34761,1,47.81,YES
28431,0,M,0,0,0,0,61675,0,49.29,NO
23198,1,S,1,1,0,0,133275,0,54.4,NO
16270,0,M,1,3,1,2,112871,1,55.7,YES
26087,1,M,1,1,0,2,83317,0,49.52,NO
15711,0,M,1,1,1,2,36559,1,52.84,YES
15813,0,S,0,1,0,0,33879,1,49.9,YES
19358,0,S,0,0,0,0,32095,1,49.71,YES
28049,0,S,1,3,0,0,83200,1,57.24,YES
11194,1,M,1,1,0,2,28301,0,45.77,NO
25627,0,M,1,1,1,2,56786,1,55.58,YES
19657,1,S,0,1,0,0,84223,0,52.74,NO
25822,0,M,0,2,0,0,87263,1,50.69,YES
27066,0,S,0,1,0,0,57316,0,51.68,NO
26063,0,M,1,2,0,1,107509,1,59.3,YES
28752,0,S,0,2,0,0,85251,1,51.59,YES
23071,1,M,1,2,1,2,58239,1,51.61,YES
28624,0,S,1,2,0,0,78733,1,57.51,YES
28702,0,S,0,1,0,0,52796,0,49.97,NO
21946,1,M,1,1,0,1,79943,0,49.91,NO
16536,1,S,0,0,0,0,33503,1,48.6,YES
23001,0,S,1,3,0,0,113050,1,52.5,YES
11540,0,S,1,1,0,0,103493,1,56.84,YES
22966,1,S,1,1,0,0,53291,0,52.78,NO
23939,1,M,1,2,1,1,86292,1,53.12,YES
24476,0,M,1,1,0,2,28453,0,46.94,NO
26250,0,S,1,0,0,0,56263,0,51.38,NO
11451,0,S,0,3,0,0,113436,0,54.75,NO
18080,1,M,1,2,0,2,53180,1,47.92,YES
16696,1,S,0,0,0,0,33033,0,47.22,NO
26075,1,S,0,1,0,0,28227,0,46.5,NO
21588,0,M,1,0,1,1,131430,1,54.56,YES
14171,1,S,1,1,0,1,52896,0,49.1,NO
28270,0,S,0,1,0,0,36176,1,55.41,YES
21685,1,S,0,2,0,0,78198,1,52.35,YES
13141,0,M,1,0,2,2,79214,1,58.67,YES
25738,1,M,1,0,0,2,27381,0,45.34,NO
12940,0,M,1,2,0,2,56941,1,50.59,YES
23178,0,S,0,0,0,0,81227,0,50.73,NO
14991,0,S,0,0,0,0,105310,1,55.27,YES
11695,0,M,0,0,1,1,30721,1,49.66,YES
26539,1,S,0,1,0,0,77341,0,53,NO
28703,1,M,1,1,0,1,130885,0,52.53,NO
20907,0,S,0,0,0,0,34463,0,48.42,NO
27630,0,S,0,1,0,0,53926,0,53.36,NO
22942,1,M,1,2,0,2,111305,0,50.9,NO
18632,0,S,0,1,0,0,27673,0,47.92,NO
13012,1,S,0,1,0,0,59353,0,48.99,NO
23014,1,M,1,3,1,2,82735,1,52.6,YES
23227,1,S,0,2,0,0,59698,0,50.53,NO
22900,0,S,0,2,0,0,51853,1,49.65,YES
25357,0,M,1,1,0,2,31355,0,48.37,NO
17511,1,S,0,1,0,0,36140,0,47.38,NO
16460,1,S,0,2,0,0,76832,0,54.21,NO
17599,0,M,1,2,1,1,88150,1,55.73,YES
14229,0,S,0,0,0,0,84406,1,49.72,YES
28367,0,S,0,1,0,0,29857,0,49.26,NO
15633,1,S,0,0,0,0,61885,1,51.27,YES
15108,1,M,1,0,1,2,85940,1,50.09,YES
13891,0,M,1,3,0,1,134190,1,60.25,YES
28558,1,S,0,1,0,0,26350,0,49.26,NO
13259,0,M,1,2,0,2,104806,0,52.22,NO
15268,1,S,1,1,1,1,136444,0,53.34,NO
13934,0,M,1,1,1,2,56977,1,55.93,YES
25227,0,S,0,0,0,0,57865,0,60.42,NO
12505,0,M,1,3,1,1,80475,1,53.12,YES
20304,0,S,0,0,0,0,26381,0,44.95,NO
26112,0,M,1,2,1,2,59983,1,52.9,YES
24763,0,S,0,3,0,0,129024,1,56.44,YES
24265,0,M,0,3,0,0,84651,0,49.75,NO
15574,0,S,0,1,0,0,59905,1,58.75,YES
15693,1,S,1,2,0,0,79973,1,51.95,YES
15001,1,S,0,1,0,0,56625,0,51.9,NO
25846,1,M,1,1,1,2,61394,1,50.89,YES
26225,0,S,0,2,0,0,59258,1,51.55,YES
13038,0,M,1,2,1,2,112934,1,63.14,YES
18249,1,M,1,2,1,2,87138,1,50.69,YES
27326,1,S,1,1,0,0,33355,0,50.2,NO
15861,0,S,0,0,0,0,87262,0,50.68,NO
25034,1,S,1,1,0,0,86886,0,53.29,NO
22964,0,S,1,3,1,1,107776,1,54.91,YES
28682,1,M,1,2,0,0,135625,1,52.2,YES
23302,0,S,0,0,0,0,81768,1,53.26,YES
16543,1,M,1,2,1,2,103431,1,54.98,YES
23534,1,S,0,1,0,0,58126,0,49.96,NO
13620,0,S,0,3,0,0,106181,1,51.82,YES
23495,0,M,1,3,1,1,86763,1,60.48,YES
11393,0,S,0,3,0,0,84678,1,53.28,YES
25192,1,S,0,2,0,0,55495,0,49.28,NO
21201,1,S,1,0,1,1,81764,1,50.48,YES
11421,1,M,1,1,0,2,133681,1,52.09,YES
16588,0,M,1,1,1,2,55124,1,48.6,YES
17160,0,M,1,2,0,2,86243,1,57.9,YES
23077,0,M,1,1,0,2,58637,0,49.02,NO
27529,1,M,1,2,1,2,127281,1,54.2,YES
12658,1,M,1,1,1,1,34524,1,48.17,YES
15514,1,S,0,1,0,0,59312,0,49.31,NO
27480,1,S,0,1,0,0,56474,0,49.97,NO
14920,0,M,1,0,0,1,31849,0,52.5,NO
20962,1,M,1,2,1,2,130581,1,56.69,YES
20691,0,M,1,2,0,1,52404,1,56.11,YES
11300,0,M,1,0,0,2,82331,0,52.86,NO
11124,0,S,1,2,0,0,55034,1,53,YES
26548,0,S,1,1,1,1,61038,1,50.47,YES
19124,0,M,1,2,0,0,105394,0,50.99,NO
16539,1,S,1,1,0,0,86197,0,52.79,NO
16800,1,M,1,2,2,2,53783,1,50.73,YES
13672,0,S,0,0,0,0,51498,0,50.05,NO
27199,0,M,1,2,1,2,130123,1,60.32,YES
18320,0,M,0,1,0,0,28948,0,45.96,NO
16387,0,M,1,1,0,2,87939,0,50.22,NO
20841,0,S,1,3,0,0,85188,1,61.36,YES
12607,1,M,1,0,1,1,136880,1,55.56,YES
20376,1,S,1,0,0,0,54780,1,51.19,YES
12183,1,M,1,0,1,2,34495,1,49.94,YES
25633,1,M,1,1,1,2,131951,1,53.62,YES
16236,0,M,1,2,1,2,58503,1,52.38,YES
15136,1,M,0,1,1,2,57160,1,48.41,YES
25674,0,S,0,1,0,0,30744,0,45.91,NO
24841,0,M,1,2,0,2,62047,1,53.97,YES
12271,0,M,1,1,1,1,28759,0,56.98,NO
15817,1,S,0,2,0,0,82115,1,51.63,YES
18612,1,S,0,0,0,0,53492,1,50.77,YES
22398,1,M,1,3,1,2,84709,1,50.75,YES
20612,0,M,0,0,0,0,35793,1,45.78,YES
21080,1,M,1,1,1,1,55637,1,51.41,YES
16124,0,M,1,1,1,2,26406,0,47.99,NO
13467,0,S,1,3,0,0,79764,1,59.96,YES
23584,0,M,0,0,2,2,32442,1,45.67,YES
21585,1,M,0,0,1,1,25630,0,46.59,NO
14800,1,M,1,2,1,2,86920,1,51.2,YES
15390,0,M,1,1,1,1,56859,1,54.86,YES
21005,1,M,1,2,1,2,61858,1,48.78,YES
13895,1,S,0,0,0,0,60801,1,51.89,YES
15340,1,M,1,1,0,2,31537,0,45.06,NO
19344,1,S,0,2,0,0,54254,1,52.56,YES
24954,0,M,1,1,0,2,61326,1,48.43,YES
16999,1,S,0,3,0,0,87457,1,53.4,YES
16238,1,M,1,3,1,2,111861,1,53.43,YES
25462,0,S,1,2,0,0,112884,1,54.22,YES
24533,0,S,0,1,0,0,26226,0,52.96,NO
25863,1,S,1,2,0,1,76947,0,51.24,NO
18499,0,S,0,1,0,0,27374,0,46.89,NO
17625,0,M,1,2,1,2,106958,1,55.49,YES
19853,0,M,1,2,1,2,108543,1,53.31,YES
22162,0,M,0,0,0,0,60885,0,49.09,NO
11698,0,M,1,2,0,1,60202,0,55.17,NO
25711,0,S,0,1,0,0,61443,0,48.74,NO
20190,1,S,0,1,0,0,80361,0,53.88,NO
27242,0,M,1,1,0,0,137109,0,51.96,NO
12818,0,M,1,2,0,1,52067,0,48.65,NO
13658,0,M,1,1,1,2,29361,0,46.35,NO
12011,1,S,1,1,1,1,102583,0,51.14,NO
26049,0,M,1,0,1,2,57953,1,56.57,YES
22514,0,S,0,2,0,0,59540,0,52.96,NO
25360,0,M,1,1,0,1,56608,0,47.95,NO
28646,1,M,1,2,0,2,81873,1,49.44,YES
14338,1,M,0,2,0,0,54449,0,48.79,NO
20591,1,M,1,2,1,2,80325,1,54.38,YES
25430,1,M,0,1,0,1,59631,0,48.51,NO
12565,1,M,1,1,0,2,32415,0,45.81,NO
14027,0,M,0,2,0,0,83690,0,50.41,NO
12131,0,M,1,1,0,2,51828,1,54.46,YES
27990,1,S,1,1,0,0,54395,0,48.78,NO
14128,0,S,0,1,0,0,26411,0,49.53,NO
11803,1,S,0,1,0,0,81560,0,54.21,NO
21791,0,M,1,0,0,2,35332,1,53.48,YES
12470,1,M,0,1,1,1,36087,1,48.87,YES
16854,0,M,1,2,0,2,108030,0,52.3,NO
25774,0,M,1,0,1,2,59429,1,56.79,YES
17106,1,S,0,0,0,0,29059,0,45.56,NO
19705,1,S,1,2,0,0,76346,0,52.36,NO
13086,0,S,0,0,0,0,33133,1,48.78,YES
21394,1,S,1,1,0,0,111558,0,53.1,NO
15011,1,S,0,0,0,0,30706,1,47.39,YES
14677,0,S,0,1,0,0,77306,0,58.14,NO
19298,1,S,0,2,0,0,77135,1,51.09,YES
14316,0,M,1,3,1,2,79055,1,51.74,YES
19052,1,M,1,1,1,2,30879,1,47.04,YES
13949,0,M,1,2,1,2,104276,1,52.21,YES
12360,0,S,0,0,0,0,84173,1,52.86,YES
21448,1,M,1,1,1,2,106656,0,50.68,NO
15552,0,S,0,2,0,0,81964,0,49.74,NO
12456,0,M,1,3,1,2,102558,1,54.87,YES
11107,1,M,1,2,1,2,102329,1,51.94,YES
15455,1,S,1,0,0,1,35573,0,49.1,NO
21453,0,M,1,2,0,2,136161,0,52.76,NO
27288,1,S,0,1,0,0,52005,0,50.52,NO
16458,1,S,0,1,0,0,108365,0,54.73,NO
13507,1,M,1,0,0,2,85737,1,51.04,YES
18027,1,M,1,1,2,2,56996,1,49.66,YES
24723,1,M,0,0,0,2,55348,0,48.56,NO
23326,1,S,0,0,0,0,53401,1,48.65,YES
22554,0,M,1,1,0,2,52138,0,53.11,NO
16077,1,M,1,2,0,1,84325,1,50.26,YES
28707,1,S,1,1,0,0,31618,0,48.28,NO
22122,1,M,1,1,1,2,29840,0,46.03,NO
14929,0,M,0,1,1,1,59670,1,50.59,YES
15510,0,M,1,0,1,2,78048,1,58.66,YES
24244,1,M,1,1,1,2,61950,1,48.64,YES
19111,1,M,1,4,0,1,103673,1,51.82,YES
23909,0,M,1,3,0,2,106073,0,56.51,NO
18520,0,M,1,3,1,1,84002,1,60.75,YES
11508,1,S,0,2,0,0,84591,0,51.35,NO
21477,1,M,1,3,0,2,85002,1,51.04,YES
23445,0,S,0,1,0,0,59045,0,50.04,NO
25532,0,S,0,0,0,0,27721,0,53.89,NO
16001,0,M,1,2,0,2,136872,0,51.97,NO
20593,0,M,1,1,0,2,29129,0,48.43,NO
17558,0,S,1,1,0,1,30808,0,45.37,NO
12703,1,M,0,1,0,1,28970,0,46.19,NO
29209,0,M,1,1,0,1,62027,0,52.44,NO
19712,0,M,1,0,0,2,33882,0,50.24,NO
27598,0,S,0,2,0,0,80988,1,58.98,YES
18281,1,S,0,2,0,0,60608,1,50.93,YES
12831,1,S,0,1,0,0,55003,0,49.43,NO
29051,1,S,0,3,0,0,78926,1,51.65,YES
19851,0,S,1,0,0,1,34141,1,48.39,YES
24066,1,M,1,1,1,2,50947,1,51.25,YES
20087,0,M,1,1,1,2,30131,0,49.48,NO
20710,0,M,0,1,0,0,54409,0,49.09,NO
25766,1,M,0,0,0,2,54414,0,48.46,NO
17354,0,M,1,3,1,2,108126,1,53.8,YES
22269,0,M,0,1,2,2,30729,1,49.4,YES
23834,0,S,1,1,0,0,138197,1,54.15,YES
25568,1,M,0,1,0,0,52156,0,48.49,NO
12700,1,M,0,0,1,1,28895,0,48.7,NO
22928,1,S,1,3,0,0,132730,1,52.34,YES
17972,1,S,0,1,0,0,81368,0,50.57,NO
18227,1,M,1,3,0,1,82339,1,49.78,YES
28378,1,S,0,1,0,0,86264,0,50.83,NO
11141,1,M,0,1,0,0,32212,0,46.53,NO
15882,0,S,1,2,1,1,52288,1,48.5,YES
11411,0,M,1,2,1,2,87167,1,58.78,YES
16293,0,M,1,2,0,0,106622,0,56.26,NO
15077,1,M,0,1,0,1,56369,0,48.94,NO
18719,0,M,1,2,0,1,59830,0,51.84,NO
14536,1,S,1,1,0,0,136429,0,57.13,NO
23981,0,M,1,0,1,2,52032,1,50.32,YES
17225,0,M,1,0,1,2,29745,0,55.64,NO
15433,0,S,0,1,0,0,106744,0,53.48,NO
23174,1,S,1,0,0,0,128080,1,53.21,YES
24063,0,S,0,1,0,0,31810,0,52.07,NO
26190,0,S,1,3,1,1,113404,1,51.7,YES
27699,1,S,1,2,0,0,80757,1,50.41,YES
22949,0,S,1,3,0,1,138895,1,53.56,YES
24686,1,S,1,0,0,0,25716,0,47.43,NO
18312,0,S,0,1,0,0,36010,0,46.26,NO
11781,0,M,1,1,0,1,133346,0,52.44,NO
13044,1,M,1,2,2,2,56546,1,52.57,YES
14466,0,M,1,1,1,2,53456,0,51.58,NO
11783,1,M,1,0,1,1,87051,1,52.52,YES
16346,0,M,1,2,1,2,55325,1,54,YES
13778,0,M,1,1,1,2,132848,1,53,YES
23380,0,M,1,3,1,2,80641,1,58.36,YES
18608,0,M,1,2,0,0,109609,0,60.47,NO
26561,1,M,1,2,0,2,55949,1,48.52,YES
11032,1,M,1,1,1,2,58918,1,49.58,YES
27046,1,M,1,2,1,2,106100,1,52.69,YES
26663,1,S,0,0,0,0,53864,0,51.91,NO
27515,0,S,1,3,0,0,109485,1,53.2,YES
20058,0,S,0,0,0,0,32120,0,46.62,NO
28822,1,M,1,3,1,2,136084,1,56.03,YES
16412,1,S,0,0,0,0,34164,0,49.95,NO
16704,1,M,1,1,1,2,26675,0,49.25,NO
27777,0,M,1,2,0,2,127768,1,54.26,YES
27572,0,M,1,1,1,2,32621,1,54.99,YES
15963,1,S,0,0,0,0,53458,0,51,NO
13159,0,M,1,2,0,2,138046,0,51.8,NO
12954,0,M,1,0,1,1,27984,0,45.13,NO
23510,1,M,1,0,2,2,31260,1,48.92,YES
17780,1,M,0,1,1,2,57683,1,49.49,YES
17545,0,M,1,1,1,1,53581,1,56.56,YES
16342,0,M,1,2,2,2,51565,1,51.8,YES
17799,0,S,0,2,0,0,86597,1,53.18,YES
16003,1,M,1,2,1,2,53434,1,51.89,YES
23249,1,S,1,1,0,0,76493,0,50.4,NO
20081,0,M,1,1,1,2,26685,0,50.34,NO
18394,0,M,1,1,1,1,30144,1,55.68,YES
25221,1,S,1,0,0,0,102836,0,52.71,NO
18470,1,S,1,2,0,0,54666,0,51.03,NO
14038,1,M,1,1,1,2,82702,0,53.06,NO
13969,0,S,0,1,0,0,59540,1,48.29,YES
27738,1,S,0,0,0,0,29076,0,45.41,NO
22583,0,S,0,3,0,0,77626,0,50.01,NO
17052,0,M,1,3,0,1,80810,0,50.12,NO
18836,1,S,1,2,0,0,80907,1,53.67,YES
15439,0,M,1,0,0,2,51410,0,49.72,NO
26405,1,M,1,2,2,2,109823,1,51.1,YES
21866,1,M,1,0,0,2,30757,0,45.92,NO
28021,1,S,1,2,0,1,78233,0,49.9,NO
16142,1,S,0,1,0,0,28355,0,47.59,NO
11567,1,M,1,1,1,2,106671,1,53.87,YES
15670,0,M,0,1,1,2,54436,1,51.32,YES
18001,0,S,0,0,0,0,30137,1,44.94,YES
26605,0,S,0,0,0,0,31409,1,51.5,YES
24750,1,M,1,1,0,2,54880,0,48.42,NO
13147,0,M,0,0,0,0,36762,1,46.94,YES
29267,1,M,1,1,1,1,109329,1,51.09,YES
16887,0,M,1,2,1,1,61355,1,56.5,YES
16978,0,M,1,1,1,2,60993,1,62.54,YES
29474,0,M,1,1,1,1,107531,1,55.85,YES
16619,1,M,0,1,0,0,55420,0,48.69,NO
28134,0,M,1,2,1,2,53868,1,57.96,YES
23596,1,S,1,0,0,0,57041,0,49.2,NO
29101,1,S,0,0,0,0,30373,0,46.65,NO
16199,0,S,0,1,0,0,31875,0,50.02,NO
21960,1,M,1,3,1,2,78941,1,51.21,YES
28114,0,S,0,0,0,0,27257,0,56.65,NO
21319,0,M,1,3,0,2,84915,0,50.9,NO
29110,1,S,0,1,0,0,85390,0,51.64,NO
29048,0,S,0,1,0,0,57813,0,49.31,NO
27111,0,M,1,1,1,1,53439,0,57.52,NO
26846,0,M,1,1,1,1,86250,1,55.46,YES
12881,1,S,0,2,0,0,105578,0,51.95,NO
23300,1,S,0,2,0,0,77905,0,53.41,NO
19566,0,S,0,1,0,0,61847,0,53.08,NO
26557,1,S,0,3,0,0,86062,1,54.61,YES
19622,0,M,1,1,0,2,86032,1,59.65,YES
21709,1,S,0,0,0,0,25715,0,45.98,NO
20526,1,S,1,2,0,0,111971,1,51.84,YES
24605,0,S,0,0,0,0,87743,0,53.49,NO
17740,1,S,0,1,0,0,28268,0,48.23,NO
16849,0,M,1,2,0,2,104246,1,55.58,YES
26201,0,S,0,2,0,0,52500,1,52.6,YES
25993,1,S,1,1,0,0,83857,0,50.6,NO
14033,1,S,0,1,0,0,36072,0,47.65,NO
23590,0,S,1,2,0,0,132013,1,55.84,YES
27077,0,S,0,1,0,0,28362,0,46.98,NO
15090,0,S,1,2,0,0,53586,1,50.04,YES
28081,1,M,0,1,1,1,60816,1,52.16,YES
24724,0,M,0,0,1,1,34005,1,50.08,YES
18677,0,M,1,1,1,2,36925,1,59.44,YES
13004,0,M,1,2,0,2,62749,1,49.48,YES
21137,0,S,0,1,0,0,56607,1,50.21,YES
22525,0,S,0,1,0,0,29210,0,45.57,NO
24473,0,S,1,3,0,0,103737,0,59.17,NO
16960,1,M,1,1,1,2,86749,1,53.35,YES
19781,1,M,0,1,0,0,83843,0,49.81,NO
17103,0,M,0,2,0,1,60674,0,49.23,NO
23146,1,S,0,2,0,0,104175,1,51.77,YES
21149,0,S,0,0,0,0,60389,1,48.84,YES
25971,1,S,0,1,0,0,32636,0,47.3,NO
16201,0,S,0,1,0,0,52341,0,49.02,NO
26789,0,S,0,0,0,0,77538,0,53.15,NO
24164,1,S,0,1,0,0,80678,0,53.9,NO
14025,0,M,0,1,0,0,30462,0,46.18,NO
11703,1,S,0,1,0,0,34094,0,46.25,NO
18965,0,M,1,0,1,2,56899,1,56.5,YES
28997,0,S,1,0,0,1,54059,1,50.08,YES
24674,0,M,1,1,0,2,27261,0,50.6,NO
11060,0,M,1,1,0,2,55990,0,57.74,NO
16682,1,M,1,3,0,2,102780,0,51.02,NO
13477,1,M,1,0,1,2,27646,0,46.35,NO
15365,1,M,1,1,1,1,102062,1,55.22,YES
27870,0,S,0,1,0,0,32873,0,46.08,NO
11052,1,S,1,2,0,0,81239,1,54.07,YES
19372,1,S,0,0,0,0,27670,0,45.1,NO
19112,1,M,1,2,0,0,102139,1,51.12,YES
12729,0,S,0,2,0,0,61401,1,53.05,YES
17869,0,S,1,2,0,0,129805,1,56.32,YES
25951,0,S,0,0,0,0,54235,1,50.35,YES
28562,0,M,1,0,0,1,109045,0,50.95,NO
16736,1,S,0,2,0,0,53207,0,51.95,NO
12101,0,S,1,2,0,0,87067,1,60.79,YES
22580,1,S,0,1,0,0,82397,0,51.14,NO
26003,1,S,1,3,0,0,103333,1,53,YES
11261,1,M,1,0,0,1,80389,0,49.57,NO
27452,0,S,0,1,0,0,78116,0,50.85,NO
14502,1,M,1,1,0,3,82786,0,49.86,NO
26888,0,S,0,0,0,0,34275,0,50.99,NO
14015,0,M,1,1,0,2,56098,0,50.17,NO
18104,1,M,1,2,1,2,53559,1,47.81,YES
19959,1,S,0,3,0,0,85442,0,51.99,NO
25257,0,M,0,0,0,0,31265,0,45.24,NO
24898,1,S,0,0,0,0,112390,1,55.08,YES
13713,0,S,1,2,0,0,103909,1,61.57,YES
26441,0,M,1,3,1,2,79217,1,49.25,YES
23116,0,S,0,0,0,0,36439,1,47.62,YES
21996,1,M,1,0,0,2,86206,0,49.9,NO
22732,0,M,1,1,0,3,53804,0,47.86,NO
25996,1,M,1,3,1,2,77195,1,53.75,YES
27434,0,S,1,3,0,0,77288,1,57.72,YES
12093,0,M,1,1,0,1,59629,0,55.48,NO
16537,0,S,1,1,0,0,80865,0,53.82,NO
11442,0,M,1,0,1,2,53686,1,50.42,YES
17839,1,S,0,1,0,0,53060,0,48.32,NO
28722,1,S,0,1,0,0,26668,0,49.45,NO
16102,0,S,0,0,0,0,80583,1,54.48,YES
27967,1,S,1,0,1,1,61178,1,50.33,YES
23804,1,M,1,1,1,2,58120,1,49.67,YES
23660,1,S,0,1,0,0,51591,0,50.78,NO
18390,0,M,1,1,0,1,108009,0,53.1,NO
20038,1,S,0,1,0,0,58638,0,49.81,NO
11925,1,S,0,0,0,0,54100,1,47.99,YES
15596,0,S,1,2,0,0,106324,0,57.26,NO
28868,0,M,0,1,0,0,31458,1,45.44,YES
20326,1,M,1,0,1,1,58068,1,50.8,YES
25013,0,S,1,1,0,0,29701,0,56.09,NO
14694,1,S,0,1,0,0,60650,0,53.33,NO
21646,0,M,1,1,1,2,60481,0,53.14,NO
28264,1,S,0,2,0,0,57124,0,51.13,NO
25215,1,S,0,1,0,0,52756,0,47.58,NO
21347,1,S,1,1,0,1,54490,0,52.64,NO
25728,0,M,1,0,1,2,29695,0,56.34,NO
15789,1,S,1,1,0,0,130954,0,52.97,NO
13220,1,M,1,1,0,2,62032,0,48.38,NO
17805,0,S,0,2,0,0,76637,1,53.65,YES
12581,1,S,0,2,0,0,82641,0,54.54,NO
16558,0,S,0,2,0,0,111567,1,55.53,YES
19538,0,M,1,0,1,2,83564,1,57.21,YES
17597,1,S,1,3,0,0,105074,1,54.09,YES
12173,0,M,1,2,1,2,78276,1,60.89,YES
13230,1,M,1,0,0,2,35248,1,47.02,YES
15949,1,M,1,2,0,2,137507,1,52.57,YES
25298,0,M,0,1,0,0,31388,0,46.02,NO
14081,1,M,0,3,0,0,84003,0,50.57,NO
27645,0,M,1,2,1,1,58820,1,52.48,YES
27007,0,S,0,0,0,0,34776,1,47.48,YES
11980,1,S,1,2,0,0,59268,1,50.92,YES
20720,1,S,0,0,0,0,61278,1,53.16,YES
26439,0,S,0,1,0,0,26918,0,49.52,NO
11622,0,M,1,2,0,0,108842,0,51.26,NO
19223,1,M,1,2,1,2,60422,1,52.91,YES
19406,1,M,1,2,1,2,52540,1,50.15,YES
24355,1,M,1,2,1,2,52620,1,49.32,YES
25358,1,S,1,1,0,0,58560,0,49.88,NO
12405,0,S,0,1,0,0,53019,0,51.18,NO
25826,0,M,0,1,1,1,60667,1,53.55,YES
26559,0,S,1,0,0,0,31165,0,47.22,NO
27403,0,S,1,1,0,1,25919,0,45.79,NO
19134,1,S,1,2,0,0,106016,0,55.12,NO
28588,1,M,1,1,1,2,53092,1,49.75,YES
20650,0,M,1,1,0,2,111876,0,50.9,NO
19045,0,S,1,3,1,1,109013,1,53.02,YES
13708,1,S,0,3,0,0,79337,1,53.75,YES
21205,1,S,0,2,0,0,57972,1,49.77,YES
22625,1,S,0,0,0,0,60113,0,49.94,NO
14752,0,M,1,2,0,2,106415,0,59.26,NO
19784,1,M,1,1,0,2,33637,0,46.63,NO
24147,1,M,1,1,2,2,133147,1,52.76,YES
12247,1,S,0,1,0,0,54550,0,49.58,NO
21842,0,M,1,1,2,2,52814,1,50.77,YES
25931,0,S,0,2,0,0,87161,1,52.73,YES
22800,0,M,1,1,1,2,26012,0,51.8,NO
14673,0,M,1,3,1,2,84512,1,54.51,YES
17765,1,M,0,0,1,1,61488,1,50.1,YES
14293,0,M,1,1,1,2,56599,1,50.87,YES
25800,1,S,1,0,0,0,25900,0,49.77,NO
20167,0,S,0,1,0,0,58170,0,50.92,NO
26620,1,S,0,1,0,0,55112,0,52.72,NO
13915,1,S,0,1,0,0,85723,0,50.24,NO
18280,0,M,1,2,1,2,105476,1,57.6,YES
15605,0,M,0,1,1,1,27398,0,50.7,NO
11230,1,M,1,1,0,2,60238,1,48.76,YES
25038,1,S,0,0,0,0,28925,0,45.21,NO
26699,1,S,0,1,0,0,52472,0,48.85,NO
29394,1,S,0,0,0,0,34262,1,48.89,YES
20752,0,M,1,3,1,2,81848,1,53.94,YES
11307,0,M,1,0,0,2,31059,0,53.49,NO
13047,0,M,1,3,1,2,83923,1,55.3,YES
21472,0,M,1,2,1,2,78674,1,52.76,YES
24107,0,M,1,1,0,2,77930,0,55.34,NO
21078,1,S,0,2,0,0,60280,0,49.02,NO
