CustomerID;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;BikeBuyer;AvgMonthSpend
27030;1;S;1;2;0;0;78428;0;52
17046;0;M;0;1;0;2;57464;0;49
15440;0;M;1;2;0;0;134699;1;52
11568;1;S;0;2;0;0;83529;1;51
12207;0;S;1;1;0;1;80504;0;51
27576;1;M;1;0;1;2;109502;1;55
16289;1;S;0;0;0;0;53430;1;49
24028;0;S;0;1;0;0;35886;0;46
26970;1;S;0;0;0;0;56962;1;50
14267;1;S;0;0;0;0;55539;0;52
17820;1;M;1;3;1;2;104496;1;52
19556;1;M;0;1;1;1;61215;1;52
28815;1;M;1;1;0;1;132175;1;52
22428;1;S;0;1;0;0;62021;0;53
16768;0;M;1;0;0;0;109981;1;51
24871;1;S;1;1;0;0;52118;0;49
15905;1;S;1;1;0;0;52318;0;50
17594;1;M;1;2;0;0;128445;1;51
22694;1;S;0;0;0;0;31287;1;50
11291;1;M;1;1;0;1;109121;0;51
11600;1;S;0;1;0;0;35475;0;49
17903;1;M;1;1;2;3;82194;0;54
20227;0;M;1;2;1;2;58846;1;62
16993;0;M;1;1;0;1;105896;1;56
17872;0;M;0;1;1;2;30068;1;48
17909;1;S;0;2;0;0;83160;1;54
16722;0;S;0;0;0;0;60670;1;51
20368;0;S;0;0;0;0;33289;0;53
26653;1;M;1;2;1;1;77990;1;52
23502;0;M;1;3;0;3;81976;1;50
22238;0;M;0;1;0;1;36083;1;47
14224;1;S;0;0;0;0;84931;1;50
24818;1;M;1;1;1;1;110813;1;52
22588;1;S;0;1;0;0;31763;0;49
24542;0;S;1;1;0;0;62201;0;60
24784;1;S;0;0;0;0;76679;1;51
15454;0;M;1;2;1;2;83855;1;61
16265;1;M;1;3;0;0;109113;1;51
16453;1;S;0;2;0;0;58898;0;53
25771;1;S;0;1;0;0;30892;0;50
17534;0;S;0;2;0;0;79044;0;56
11181;0;M;1;1;1;2;77843;1;54
16339;0;M;1;0;1;2;84801;1;52
14359;0;M;0;2;0;2;57494;1;49
15460;1;M;1;0;2;2;26506;0;50
24537;1;S;1;1;0;0;57553;0;51
18412;1;S;0;0;0;0;32532;1;49
27620;1;S;1;1;0;0;106704;0;55
27006;0;S;0;1;0;0;55736;1;51
20025;0;S;1;1;0;0;110688;0;57
25079;1;S;0;2;0;0;54134;1;53
23334;0;S;0;0;0;0;82666;1;54
25083;0;M;1;2;2;2;55550;1;56
26354;0;S;0;2;0;0;85764;0;52
15172;1;S;0;0;0;0;60376;0;53
24968;0;M;1;1;0;2;82063;0;50
11718;1;M;1;0;1;1;25959;0;45
24069;0;M;1;1;1;1;55880;1;48
24348;0;S;0;2;0;0;52572;1;52
20885;0;S;1;3;0;0;106436;1;53
11765;0;M;1;2;0;0;103057;1;58
12548;1;S;1;0;0;0;79657;1;54
14829;1;S;0;0;0;0;28533;0;48
19345;1;M;1;1;1;1;58662;1;49
15303;1;S;1;2;1;1;111789;1;56
19695;0;M;1;1;1;1;81315;1;55
29244;0;S;1;1;0;0;108101;1;54
24994;1;M;1;1;1;2;84957;1;53
27310;1;M;1;1;1;1;77994;1;53
23987;1;M;1;2;0;2;56885;0;48
22561;1;S;1;2;0;0;76981;1;50
20084;0;M;1;1;1;2;62177;1;54
16699;0;M;1;1;0;2;132403;0;58
27322;0;S;1;3;0;0;86646;1;51
13729;0;M;1;1;0;2;53184;1;48
19677;0;M;1;2;1;2;55589;1;52
21089;1;S;0;2;0;0;78595;1;54
15220;0;S;1;3;0;0;133149;0;63
22279;1;M;1;3;0;2;105006;0;51
26702;1;M;1;1;1;1;84028;1;54
19549;0;M;1;2;0;2;86795;0;60
13129;1;S;0;0;0;0;51979;1;51
11729;0;M;1;1;0;1;83742;0;59
26858;0;M;1;1;0;1;81105;0;57
24591;0;S;0;3;0;0;80068;0;52
17652;0;M;1;1;0;1;128731;1;52
23465;1;S;0;0;0;0;61542;0;52
29440;0;S;1;1;0;0;134372;1;57
14777;1;M;1;1;1;1;76316;0;52
24962;0;M;1;1;1;2;87810;1;51
16418;1;S;0;1;0;0;36526;0;51
26583;0;S;0;3;0;0;81421;1;54
16257;1;M;1;1;1;1;87090;1;52
27442;1;M;1;0;1;2;54557;1;51
16838;0;S;0;1;0;0;33422;1;53
17208;0;M;1;2;0;2;87617;1;50
26982;0;S;0;1;0;0;55086;1;53
13074;1;M;1;3;0;0;112036;1;52
19926;1;M;1;1;1;2;57316;1;50
19427;0;S;0;0;0;0;109415;0;55
15344;0;M;1;1;1;2;82034;1;62
14125;0;S;0;1;0;0;53814;1;48
18577;1;M;1;2;1;2;78501;1;52
18057;0;M;1;1;0;1;134755;0;53
17927;0;S;0;0;0;0;55419;1;49
19771;1;M;1;2;0;2;51577;1;48
16840;0;M;0;1;1;2;27189;0;49
19314;0;S;0;0;0;0;33493;0;47
28325;0;S;0;0;0;0;52428;1;55
11381;1;M;1;1;1;2;56266;1;53
26520;1;S;1;1;0;0;86162;0;53
18493;1;M;1;2;0;0;128800;1;52
26986;1;M;0;0;0;0;51052;0;48
16386;0;S;0;2;0;0;54543;1;52
17142;0;M;1;1;0;2;112221;0;51
13908;1;S;1;2;0;0;111265;0;54
26288;1;M;0;0;0;0;81705;1;50
27613;1;S;1;2;0;0;87494;1;54
20478;0;M;0;1;1;1;26085;0;51
12691;0;M;0;1;1;1;32668;1;46
24603;0;S;0;0;0;0;102781;1;53
13268;1;M;1;2;0;3;79030;0;50
24780;1;M;0;1;1;1;29755;0;49
24733;0;S;0;1;0;0;29294;0;48
28432;0;S;0;0;0;0;32816;1;47
17802;0;S;0;1;0;0;56159;0;54
14298;1;M;1;1;1;2;62084;1;53
25384;1;M;0;2;1;2;57873;1;50
17969;0;M;1;2;0;2;84053;1;54
20342;1;M;1;1;1;2;77970;1;52
24016;1;S;0;1;0;0;56960;0;50
12572;1;S;0;0;0;0;52721;1;51
20662;1;M;1;2;0;1;84412;1;50
23450;0;S;1;1;0;0;51685;1;59
14486;0;M;1;2;0;0;136951;1;61
20266;1;M;1;1;0;2;61472;0;50
23231;0;S;0;1;0;0;31005;0;47
17036;1;M;1;1;0;2;52626;0;49
29211;1;M;1;3;1;2;111635;1;52
24795;1;M;1;3;1;1;106067;1;51
14043;1;S;1;1;0;0;58387;0;49
26231;0;M;1;1;1;1;86187;1;52
14644;1;S;0;0;0;0;26799;0;48
24161;0;M;0;2;0;0;86452;1;51
11842;0;S;1;1;0;0;104477;0;53
14517;1;M;1;1;2;2;58769;1;51
27695;1;M;1;2;1;2;51670;1;52
23378;0;M;1;1;0;1;28599;0;45
16499;1;S;0;0;0;0;57890;0;50
22713;0;S;1;0;0;0;80208;1;61
24864;0;M;1;2;1;2;79994;1;54
12669;0;S;0;1;0;0;109538;0;56
14190;1;M;1;1;2;2;29719;0;46
17245;1;M;1;2;2;2;84311;1;52
15086;1;S;0;1;0;0;111630;0;53
11852;0;S;1;3;0;0;135024;1;62
11539;0;M;1;1;0;2;62014;0;55
14478;1;S;1;0;0;0;54348;1;51
22417;0;M;1;0;0;1;85000;1;55
13026;1;S;1;2;0;0;61868;1;54
14781;0;S;0;2;0;0;60831;1;49
21570;0;M;0;1;1;1;54888;1;53
27276;1;S;0;2;0;0;87494;0;52
11267;0;S;1;2;0;0;104261;1;59
14984;1;S;0;2;0;0;106692;1;54
13126;1;S;1;2;0;0;111740;1;52
16683;1;M;1;1;0;1;79275;0;50
21998;0;M;1;1;1;2;51637;1;53
17640;1;M;1;1;3;3;27301;0;48
18532;0;M;1;1;0;3;55211;0;49
28292;1;S;1;1;0;0;51801;0;52
14421;1;M;1;1;2;2;76309;0;54
17131;1;S;1;3;1;1;102970;1;53
29232;1;S;0;1;0;0;59567;0;50
23581;1;S;0;0;0;0;56165;1;53
11717;0;M;1;3;0;2;87299;0;52
11435;1;S;1;0;0;0;80193;0;52
28611;0;S;0;1;0;0;29436;0;53
16446;1;M;1;2;0;1;86915;1;50
14484;1;M;1;3;2;2;112161;1;54
29476;1;M;1;2;1;2;112091;1;55
28365;1;M;1;1;1;1;86663;1;51
12588;1;S;0;2;0;0;81627;0;51
21316;0;M;1;0;1;2;36209;1;51
24789;1;M;1;2;0;0;109472;1;52
27642;1;S;1;1;0;0;78846;0;50
13255;0;M;1;2;1;2;77829;1;52
27793;0;S;1;1;1;1;33493;1;51
23351;0;S;0;1;0;0;34072;1;50
21744;1;M;0;1;1;1;31050;1;48
19667;0;M;1;1;1;2;58606;1;49
12724;0;S;0;1;0;0;31807;0;47
22411;1;S;0;2;0;0;106975;1;53
27113;1;M;1;2;2;2;130682;1;52
19726;0;M;1;2;0;3;136773;0;53
14527;0;M;1;2;1;1;52167;1;57
13551;0;M;1;2;0;0;102510;1;52
20405;0;S;0;1;0;0;55320;0;50
18885;1;S;1;1;0;0;33013;0;48
27538;0;M;1;1;0;2;84325;0;52
13165;0;S;0;1;0;0;58038;0;52
12078;0;M;1;2;0;2;87753;0;51
24788;1;M;1;1;0;1;80853;0;50
12681;1;S;0;1;0;0;76386;0;50
15916;0;M;1;2;0;2;112184;0;52
29011;1;M;1;2;0;2;77067;1;50
12312;0;M;1;3;1;1;87407;1;56
24739;0;M;1;1;1;1;52918;0;56
17274;0;M;1;2;0;0;112624;1;56
21793;1;M;1;0;0;2;107366;1;51
21021;0;M;1;1;0;1;80453;0;58
24860;0;S;1;2;0;0;56073;1;55
14065;0;S;1;3;0;0;112440;1;64
28156;1;S;0;2;0;0;81255;1;50
16166;1;M;1;2;0;2;58015;1;49
19916;1;M;1;1;0;2;81350;0;50
12485;1;S;0;1;0;0;57174;0;48
17472;1;S;1;1;1;1;87032;0;53
24434;0;M;1;2;1;2;53372;1;55
21418;1;M;1;0;0;2;106122;0;51
19477;0;M;0;0;0;2;35524;1;54
24989;1;M;1;2;0;1;53375;1;48
26097;0;S;1;0;1;1;78701;1;51
20726;1;S;0;2;0;0;78010;1;54
23433;0;S;0;1;0;0;54130;1;52
14558;1;M;1;2;1;2;80605;1;53
17984;1;M;1;3;0;0;110915;1;52
15690;0;S;1;2;0;1;61397;0;49
28111;0;M;1;0;1;2;30016;0;58
20540;1;M;1;2;1;2;61559;1;53
12413;0;S;1;2;0;0;129164;1;55
26542;0;M;0;3;0;0;84255;1;50
25628;1;M;0;0;1;2;35434;1;50
22105;1;M;1;2;1;1;86837;1;51
11511;0;M;1;1;0;1;33179;1;47
24702;1;S;0;2;0;0;61911;0;53
11773;0;S;0;1;0;0;86966;0;53
25721;1;M;1;2;0;3;87010;0;51
14456;0;S;0;2;0;0;81650;0;55
11412;1;S;1;2;0;0;103566;1;55
17517;0;S;0;1;0;0;82789;0;51
19513;0;M;0;1;0;0;60008;0;49
23179;0;M;1;2;0;2;134531;0;57
21933;1;M;1;1;1;2;29507;0;46
13351;1;S;1;1;1;1;27303;0;50
13284;1;M;1;3;1;1;79622;1;50
27103;1;S;1;1;0;0;136030;0;53
18112;1;M;1;2;2;2;76841;1;51
21395;1;M;0;2;0;0;56525;1;49
24204;0;S;0;1;0;0;32152;1;50
25381;0;S;1;2;0;0;133884;1;52
14103;1;S;1;2;1;1;51111;1;50
11693;1;S;1;2;0;0;106778;1;51
22227;1;M;1;2;0;2;84624;1;51
27556;1;M;1;3;1;2;107500;1;56
14149;0;M;1;2;1;2;54297;1;58
17294;1;M;1;2;1;2;82086;1;55
25277;0;S;0;2;0;0;55348;1;49
14147;0;M;1;2;0;2;53330;0;51
26385;0;S;1;1;0;0;59940;1;59
23428;1;M;1;0;0;2;51278;0;48
18893;0;S;0;0;0;0;28311;0;45
21445;1;M;1;3;0;2;84262;1;50
28595;0;S;1;2;0;0;55377;1;62
24112;1;M;1;0;0;2;80995;0;50
22195;0;M;1;2;0;2;60311;0;57
20085;1;M;1;1;0;2;52403;1;49
18981;1;M;1;2;0;2;59435;0;49
29343;0;M;1;1;1;2;62166;1;52
21543;1;M;1;3;1;1;77247;1;51
20836;0;M;1;0;1;2;34534;1;51
20089;0;M;1;1;0;1;36662;0;50
29197;1;S;1;1;0;0;56562;0;51
23852;1;S;1;0;0;0;127349;1;55
25990;1;S;1;2;0;0;112203;1;53
11836;0;M;1;2;0;2;110518;1;60
28712;0;S;0;0;0;0;30944;0;49
26200;0;S;0;1;0;0;81686;0;50
24167;1;S;0;0;0;0;51460;1;48
27508;0;S;0;1;0;0;83219;1;52
25836;0;M;1;0;0;2;54500;0;48
21553;0;M;0;0;0;0;58921;1;49
12735;0;S;0;2;0;0;55371;0;50
24388;1;M;1;2;1;2;103923;1;52
16038;0;M;1;1;0;2;81420;0;50
15747;0;M;1;1;0;3;85049;0;51
23157;1;M;0;1;0;1;34099;0;46
20505;1;M;1;1;2;2;26585;0;48
24602;0;S;0;0;0;0;26761;0;46
12653;1;M;1;3;0;2;85326;0;51
19542;0;M;1;1;0;1;55900;0;58
18333;1;S;1;1;0;1;31433;0;48
28409;1;M;0;1;0;0;82668;1;49
20581;1;M;1;2;1;2;59925;1;50
13944;0;M;1;3;0;2;86512;1;54
11700;0;S;0;2;0;0;77312;1;50
23998;0;M;0;2;0;0;61680;0;49
17070;1;M;0;0;1;2;28183;0;46
27906;0;M;1;2;1;2;78695;1;54
23595;1;S;1;2;0;0;77313;1;52
29168;0;S;1;2;0;0;133473;1;57
25782;0;M;1;0;0;2;77417;0;50
16757;1;M;1;1;0;2;133432;1;53
24770;0;M;0;0;0;0;28151;0;46
12578;0;S;0;0;0;0;31877;0;48
15060;0;S;0;0;0;0;33318;1;57
15262;1;M;1;0;1;2;26796;0;50
25558;0;S;0;1;0;0;112614;1;54
25390;1;M;1;2;2;2;86524;1;52
24046;1;S;0;0;0;0;82856;0;52
18596;1;S;1;1;0;0;131412;0;54
12251;0;M;1;2;0;0;105004;0;51
17265;1;M;1;3;1;2;106022;1;54
12166;0;M;1;1;1;1;57931;1;48
28051;0;S;1;1;0;0;27633;0;55
20825;1;M;1;0;1;2;60588;1;50
29479;0;M;1;2;2;2;129536;1;60
18627;1;S;0;1;0;0;60528;0;54
19956;1;M;1;1;0;0;107214;0;52
11434;0;M;1;0;0;2;35060;0;55
17891;1;M;1;2;0;2;76424;1;49
11404;1;S;1;2;0;0;112350;1;51
28121;1;M;1;2;0;0;111485;0;51
23022;1;S;0;0;0;0;32654;0;47
28050;0;M;1;2;0;2;87920;1;55
15393;1;M;1;2;1;2;77994;1;52
17256;0;M;1;2;1;2;86150;1;52
29383;1;S;0;0;0;0;60127;1;51
28459;1;M;1;2;1;1;84173;1;54
15164;1;M;1;1;0;2;81403;0;50
18206;0;M;0;0;0;1;29083;0;45
25732;1;M;1;2;0;2;104037;1;51
15907;0;M;1;3;0;2;77001;0;56
26584;0;M;0;0;0;0;28457;0;46
27148;0;S;1;0;0;0;132443;1;54
24704;0;M;0;0;0;1;60409;0;49
25054;1;S;1;0;0;0;129970;1;56
23350;1;S;0;3;0;0;85825;0;52
27038;0;M;1;2;1;2;77153;1;59
22261;0;S;0;2;0;0;85173;0;54
13603;1;M;1;1;1;2;109759;1;54
25843;0;S;1;3;1;1;78530;1;50
17647;1;S;0;0;0;0;57880;1;50
25252;0;S;1;0;0;0;62422;1;60
25900;1;M;1;0;1;2;34054;0;47
12503;1;S;0;2;0;0;85473;1;52
21732;0;S;0;0;0;0;59270;1;51
28862;1;S;0;0;0;0;79259;0;53
12238;1;M;1;0;0;2;110046;1;51
26490;0;S;1;0;1;1;56399;1;49
14161;1;S;0;2;0;0;83050;1;52
23150;1;M;1;2;0;0;105993;1;52
18121;1;M;1;1;1;1;28883;0;49
25446;1;M;1;1;1;1;103937;1;53
19353;1;S;1;1;0;0;111356;0;54
27985;1;S;0;2;0;0;59479;1;53
14849;0;S;0;2;0;0;78348;1;54
18522;0;M;1;0;0;1;132452;0;53
23533;0;S;0;1;0;0;27403;0;53
24588;1;S;0;3;0;0;111207;0;54
18058;1;S;1;2;1;1;53205;1;50
11228;1;M;1;1;0;2;53643;1;48
16744;1;M;1;2;2;2;110907;1;51
20956;1;S;0;3;0;0;81428;0;53
24418;0;S;1;1;0;0;83677;1;56
26747;1;S;0;0;0;0;26022;0;44
13751;1;S;1;0;0;0;80900;0;50
17814;1;M;1;0;1;1;59346;1;52
27192;1;S;0;2;0;0;78796;1;51
22908;0;M;0;1;0;2;60078;0;49
24678;0;S;1;2;0;0;85579;1;53
20533;0;M;1;1;0;2;80245;1;51
12819;0;S;0;1;0;0;81204;0;64
17662;0;M;1;2;0;2;57912;0;50
24682;1;M;1;1;1;2;55579;1;49
16439;1;S;0;2;0;0;86742;1;54
21550;1;M;1;0;0;2;34336;1;46
12140;0;S;0;1;0;0;33025;0;48
18483;0;S;1;1;0;0;61323;1;59
14376;1;S;1;0;0;1;33463;0;47
28972;1;S;1;1;0;1;83145;0;52
14321;0;M;1;0;1;2;57304;1;52
21814;0;M;1;1;0;2;57973;1;51
23944;1;S;0;0;0;0;58589;0;53
19006;1;M;1;2;1;2;84794;1;52
13470;1;S;1;2;0;0;80629;1;51
28574;1;S;0;0;0;0;55099;1;48
15194;0;S;0;0;0;0;78890;0;62
24665;1;S;1;1;0;0;34816;0;46
24669;0;M;1;2;0;1;61381;0;50
18852;1;M;1;1;1;2;57786;1;49
18078;0;M;1;1;0;2;53048;0;48
18936;1;S;1;2;0;0;137044;1;53
14883;1;M;1;1;1;2;60744;1;52
28146;0;S;1;0;0;0;132074;1;55
22981;1;S;0;1;0;0;79846;0;51
26645;1;S;0;1;0;0;59319;0;48
15239;0;M;1;3;0;2;109687;1;56
14571;1;M;1;3;0;0;105100;1;51
14286;1;M;1;0;1;2;83047;1;51
27309;0;M;1;0;0;2;110138;1;51
11413;1;M;1;0;0;2;52180;0;48
27963;1;M;1;1;0;2;55490;0;49
20465;1;M;1;2;0;1;51559;1;48
17385;1;M;1;2;0;0;133196;1;52
17633;0;S;0;1;0;0;55939;0;49
21384;0;M;1;2;0;2;51674;1;56
23777;1;S;0;0;0;0;104380;1;54
22012;1;S;0;2;0;0;50972;1;52
23599;1;S;0;1;0;0;35061;0;50
15076;1;M;0;1;2;2;54193;1;48
11656;1;M;0;0;0;1;26103;0;45
24756;0;M;1;1;0;1;56443;0;50
25403;1;S;0;1;0;0;112734;0;53
18656;0;S;1;2;0;0;52463;1;51
24373;0;M;1;1;2;2;78721;1;57
24845;0;M;1;1;0;2;51472;0;48
13382;0;M;1;0;0;2;30308;0;52
24751;1;M;1;2;1;2;51658;1;50
19725;1;M;1;1;2;2;85849;1;54
15045;1;M;1;1;2;2;53709;1;50
19399;0;S;1;0;0;0;79477;1;53
19868;0;S;1;2;0;0;57616;1;62
27386;0;M;1;1;1;2;104549;1;53
26292;1;M;1;2;1;2;79222;1;53
18180;0;M;1;1;1;2;33665;1;54
28379;0;M;1;2;1;1;87500;1;58
21683;0;S;0;1;0;0;79771;0;53
14047;1;S;0;1;0;0;53211;0;50
14237;1;M;0;2;0;2;52020;1;48
13638;1;S;0;2;0;0;61038;1;51
19416;1;M;1;3;1;2;107205;1;51
12126;1;M;1;2;1;1;51192;1;51
23346;1;S;0;1;0;0;54122;0;50
21043;0;M;1;1;0;2;36762;0;51
17158;0;M;1;1;1;2;52304;1;59
18289;1;M;1;3;0;2;111583;1;51
16317;0;S;0;2;0;0;51801;0;48
20443;0;S;0;3;0;0;79904;1;50
24971;1;M;1;2;0;2;112536;0;51
23528;0;M;1;1;0;2;58563;1;51
28587;0;M;1;3;1;2;110130;1;62
22318;0;S;0;0;0;0;52318;1;52
19084;1;S;0;1;0;0;86819;0;55
14896;1;M;1;2;1;2;86173;1;50
19702;0;M;1;0;0;2;28638;0;48
25194;1;S;0;0;0;0;25648;0;49
25480;0;S;0;3;0;0;78416;1;53
21911;1;S;0;1;0;0;30790;0;45
22393;1;S;1;1;0;0;84277;0;51
15921;0;S;1;1;0;0;58140;1;57
24907;1;M;0;1;0;0;58616;0;49
11963;0;M;1;1;1;2;30248;0;52
17110;1;S;0;1;0;0;79586;0;52
22941;1;S;0;2;0;0;61868;1;50
27865;1;M;0;1;0;0;57104;0;49
24939;1;S;1;2;1;1;105312;1;56
21694;0;S;1;1;0;0;109109;0;56
26348;0;M;1;1;1;1;81872;1;54
12416;1;S;1;0;0;0;129262;1;56
19320;1;S;0;2;0;0;53408;1;52
13520;1;S;0;1;0;0;51026;0;52
14363;1;S;0;2;0;0;131577;1;54
16333;0;M;0;3;0;0;84417;1;50
17998;1;S;0;1;0;0;77117;0;53
22490;1;S;0;1;0;0;59035;0;53
27704;0;S;1;1;0;1;57833;1;51
21831;1;M;1;1;1;2;107563;1;54
25482;0;S;0;1;0;0;35356;0;59
14336;0;M;0;0;0;0;29986;0;46
28820;1;M;1;1;0;2;85584;0;51
20732;0;S;0;2;0;0;107590;1;54
23634;0;M;1;1;1;2;35836;1;57
27783;1;M;1;1;0;2;109943;0;52
23941;0;M;0;0;0;0;59900;0;48
28575;1;S;0;0;0;0;109826;1;54
12322;1;M;1;1;1;2;31850;1;47
18239;1;M;1;3;0;0;128240;0;51
14069;1;M;1;0;1;1;109236;1;53
15360;0;M;1;1;1;2;60689;1;51
11431;0;M;1;1;1;2;79040;1;61
23925;1;M;1;1;2;2;76967;1;53
11741;1;M;1;0;1;2;132737;1;54
27709;0;S;1;0;0;0;103365;1;55
25809;0;M;1;2;0;0;109608;1;50
14747;0;M;1;2;1;2;78360;1;57
16161;1;M;1;1;1;2;111596;1;53
17482;1;S;0;0;0;0;26392;0;46
20916;1;S;0;1;0;0;53106;0;53
18555;1;M;1;2;1;2;133613;1;57
13020;0;M;1;2;0;2;51138;0;48
25362;1;M;1;1;0;1;56964;0;49
28057;1;M;1;0;0;1;33468;0;46
19308;1;M;1;2;1;1;111118;1;53
14276;1;S;1;1;0;0;61454;0;49
22975;1;S;0;0;0;0;59835;1;50
16774;0;S;0;1;0;0;37056;0;47
15398;0;M;1;3;0;1;81374;1;56
25817;0;M;0;0;0;0;33336;0;46
19291;1;S;0;2;0;0;59306;0;49
17976;1;M;0;0;1;2;62032;1;49
28764;0;S;0;3;0;0;110186;1;55
24379;0;S;1;3;0;0;129483;1;58
19073;0;M;1;0;0;2;34585;0;51
20613;1;M;0;1;0;0;56286;0;49
29411;1;M;1;3;0;0;105291;0;52
16790;0;M;1;1;0;2;51988;1;48
20092;0;M;1;1;2;2;81259;1;56
20869;0;S;0;0;0;0;62279;0;53
19414;1;M;1;2;0;0;135420;1;52
20275;1;M;0;1;0;0;32445;0;46
27925;0;S;1;1;0;0;82908;1;58
15223;1;S;0;2;0;0;82066;1;52
24257;0;M;1;0;1;2;32531;0;53
21753;1;M;1;2;1;2;105397;1;51
23343;0;S;1;0;0;0;82282;1;56
26243;0;S;0;1;0;0;62499;0;54
25032;1;S;0;0;0;0;32457;0;48
24631;1;S;1;2;0;1;59438;0;51
28942;0;M;1;0;0;0;102937;1;51
24160;0;S;0;1;0;0;55278;1;52
27012;1;S;0;1;0;0;54015;0;51
15099;0;S;1;0;1;1;29744;0;47
25811;0;S;0;1;0;0;110900;0;54
20694;0;M;1;0;0;1;52918;1;52
28394;1;M;0;0;0;2;35720;1;47
17646;1;S;0;0;0;0;50912;0;49
19395;0;S;1;1;0;0;86149;1;55
20217;1;M;1;1;2;2;86521;1;50
18046;0;S;0;2;0;0;54807;1;48
25559;0;S;0;1;0;0;111805;1;53
11344;1;M;1;2;1;2;86967;1;52
26903;0;M;1;2;0;2;132743;0;59
22494;0;S;0;1;0;0;58868;0;51
22260;1;M;1;3;0;2;101843;1;51
17159;1;S;1;1;0;0;82449;0;54
12006;0;M;1;1;1;2;58808;1;54
26558;1;M;1;0;1;2;33605;0;50
14306;0;M;1;3;0;1;107338;0;56
15810;1;M;1;1;1;2;55443;1;49
26998;0;M;0;2;2;2;61689;1;48
18791;1;S;0;0;0;0;54237;0;52
16585;0;M;1;1;0;1;58143;0;54
17569;1;S;1;2;0;0;135556;0;52
12125;1;M;1;0;1;2;26334;0;46
19543;0;M;1;0;1;1;103007;1;58
12855;0;M;1;2;0;1;58667;0;51
16663;1;S;1;1;0;0;82689;0;50
18539;1;M;1;1;1;2;26479;0;47
26397;0;S;1;0;1;1;59723;1;51
28530;0;S;0;0;0;0;84030;1;53
26142;0;M;1;2;1;2;54451;1;54
17771;1;M;1;0;0;2;26884;0;46
21819;1;M;1;1;0;1;29971;0;46
20309;1;M;1;1;0;2;56463;0;49
21478;1;M;1;0;0;2;51706;1;48
28347;1;S;0;1;0;0;55052;0;50
16805;0;S;1;1;0;0;51313;1;54
13459;0;M;1;1;0;2;56999;0;49
14437;0;M;1;1;1;2;53201;1;52
25616;0;M;1;0;0;2;131143;1;52
22612;0;S;0;0;0;0;61074;1;53
12698;0;M;0;0;1;2;62106;1;51
26171;0;M;0;2;0;0;82850;0;50
24399;1;M;1;0;1;2;81169;1;54
23654;1;M;0;0;0;0;53286;0;48
16967;0;S;0;3;0;0;106846;0;54
11255;0;M;1;1;1;2;104574;1;53
22132;1;M;1;3;0;2;109818;1;51
20452;1;S;1;2;0;0;57398;1;52
14782;0;S;0;0;0;0;57362;1;48
24503;1;M;1;0;1;2;33099;1;49
11322;1;M;1;1;1;2;77732;1;54
14104;1;S;0;2;0;0;77431;0;52
13327;1;M;1;2;1;2;130408;1;55
19700;0;M;1;3;1;1;108646;1;63
23585;1;S;0;2;0;0;84735;1;51
28810;1;M;0;2;0;0;80355;1;50
15723;1;M;0;1;0;0;81117;1;50
18924;1;S;0;1;0;0;103901;0;55
19165;1;S;0;3;0;0;109086;1;51
23004;0;M;1;1;1;2;112918;1;55
28241;0;M;0;0;1;2;28840;0;51
18934;0;S;0;2;0;0;107925;0;50
20101;0;M;1;0;0;2;25787;0;49
24737;1;S;0;1;0;0;36297;0;47
29236;0;S;0;0;0;0;27424;0;49
24564;0;S;1;2;0;0;59015;1;54
16765;0;M;1;3;0;0;128162;1;52
17453;1;S;0;2;0;0;56450;1;52
11426;0;M;1;1;1;2;107082;1;56
23699;0;M;1;1;0;2;60069;0;48
16581;0;S;1;2;0;0;84920;1;59
24885;0;S;0;3;0;0;111659;1;53
13272;1;S;1;2;0;1;108312;0;53
22157;1;S;0;2;0;0;55547;0;52
19386;0;S;0;1;0;0;80610;1;52
11028;1;M;1;1;1;2;32932;0;49
24518;1;S;0;1;0;0;82008;0;54
26462;1;S;1;2;0;1;84818;0;53
23716;0;M;1;1;0;2;77945;0;49
16106;0;M;1;2;0;0;134412;1;53
14826;1;M;0;2;0;0;61307;1;49
12960;1;S;1;2;0;0;104758;0;53
18237;1;M;1;2;1;2;86727;1;55
27185;1;S;0;1;0;0;55326;0;48
28192;1;M;1;2;0;0;110434;0;52
27479;1;S;0;0;0;0;34807;1;48
25168;0;M;1;1;1;2;32579;0;58
19482;0;M;1;3;1;2;109840;1;59
27968;0;M;0;0;0;0;87830;1;50
24487;1;S;0;1;0;0;51420;0;50
19522;0;M;0;1;0;0;51446;0;48
24417;0;S;1;1;0;0;83403;0;53
26963;1;S;0;0;0;0;85351;1;51
12635;0;S;1;0;0;1;51366;1;48
15032;1;S;0;0;0;0;55454;1;53
16379;0;M;1;0;0;2;32957;0;55
23774;0;S;0;2;0;0;51459;1;52
27230;0;S;0;1;0;0;56461;1;55
29333;1;S;1;2;0;1;134694;0;54
21676;1;S;0;1;0;0;58792;0;53
21282;1;M;0;0;0;0;86175;0;50
12321;1;M;1;0;2;2;28576;0;46
13772;1;M;1;2;0;1;85346;0;50
22746;1;M;1;0;0;2;106817;1;52
20684;1;M;1;2;0;2;104152;0;52
25302;0;S;0;1;0;0;56095;1;53
13907;1;S;0;3;0;0;85930;0;52
28449;0;M;0;2;1;2;52597;1;51
16601;1;S;1;1;0;0;58886;0;51
16262;1;M;1;2;1;1;132783;1;54
